PID,ID,Name
TA0005-Defense Evasion (Enterprise),T1036.008-Masquerade File Type,Masquerade File Type
TA0005-Defense Evasion (Enterprise),T1036.009-Break Process Trees,Break Process Trees
TA0005-Defense Evasion (Enterprise),T1036.010-Masquerade Account Name,Masquerade Account Name
TA0005-Defense Evasion (Enterprise),T1036.011-Overwrite Process Arguments,Overwrite Process Arguments
TA0005-Defense Evasion (Enterprise),T1556-Modify Authentication Process,Modify Authentication Process
TA0005-Defense Evasion (Enterprise),T1556.001-Domain Controller Authentication,Domain Controller Authentication
TA0005-Defense Evasion (Enterprise),T1556.002-Password Filter DLL,Password Filter DLL
TA0005-Defense Evasion (Enterprise),T1556.003-Pluggable Authentication Modules,Pluggable Authentication Modules
TA0005-Defense Evasion (Enterprise),T1556.004-Network Device Authentication,Network Device Authentication
TA0005-Defense Evasion (Enterprise),T1556.005-Reversible Encryption,Reversible Encryption
TA0005-Defense Evasion (Enterprise),T1556.006-Multi-Factor Authentication,Multi-Factor Authentication
TA0005-Defense Evasion (Enterprise),T1556.007-Hybrid Identity,Hybrid Identity
TA0005-Defense Evasion (Enterprise),T1556.008-Network Provider DLL,Network Provider DLL
TA0005-Defense Evasion (Enterprise),T1556.009-Conditional Access Policies,Conditional Access Policies
TA0005-Defense Evasion (Enterprise),T1578-Modify Cloud Compute Infrastructure,Modify Cloud Compute Infrastructure
TA0005-Defense Evasion (Enterprise),T1578.001-Create Snapshot,Create Snapshot
TA0005-Defense Evasion (Enterprise),T1578.002-Create Cloud Instance,Create Cloud Instance
TA0005-Defense Evasion (Enterprise),T1578.003-Delete Cloud Instance,Delete Cloud Instance
TA0005-Defense Evasion (Enterprise),T1578.004-Revert Cloud Instance,Revert Cloud Instance
TA0005-Defense Evasion (Enterprise),T1578.005-Modify Cloud Compute Configurations,Modify Cloud Compute Configurations
TA0005-Defense Evasion (Enterprise),T1666-Modify Cloud Resource Hierarchy,Modify Cloud Resource Hierarchy
TA0005-Defense Evasion (Enterprise),T1112-Modify Registry,Modify Registry
TA0005-Defense Evasion (Enterprise),T1601-Modify System Image,Modify System Image
TA0005-Defense Evasion (Enterprise),T1601.001-Patch System Image,Patch System Image
TA0005-Defense Evasion (Enterprise),T1601.002-Downgrade System Image,Downgrade System Image
TA0005-Defense Evasion (Enterprise),T1599-Network Boundary Bridging,Network Boundary Bridging
TA0005-Defense Evasion (Enterprise),T1599.001-Network Address Translation Traversal,Network Address Translation Traversal
TA0005-Defense Evasion (Enterprise),T1027-Obfuscated Files or Information,Obfuscated Files or Information
TA0005-Defense Evasion (Enterprise),T1027.001-Binary Padding,Binary Padding
TA0005-Defense Evasion (Enterprise),T1027.002-Software Packing,Software Packing
TA0005-Defense Evasion (Enterprise),T1027.003-Steganography,Steganography
TA0005-Defense Evasion (Enterprise),T1027.004-Compile After Delivery,Compile After Delivery
TA0005-Defense Evasion (Enterprise),T1027.005-Indicator Removal from Tools,Indicator Removal from Tools
TA0005-Defense Evasion (Enterprise),T1027.006-HTML Smuggling,HTML Smuggling
TA0005-Defense Evasion (Enterprise),T1027.007-Dynamic API Resolution,Dynamic API Resolution
TA0005-Defense Evasion (Enterprise),T1027.008-Stripped Payloads,Stripped Payloads
TA0005-Defense Evasion (Enterprise),T1027.009-Embedded Payloads,Embedded Payloads
TA0005-Defense Evasion (Enterprise),T1027.010-Command Obfuscation,Command Obfuscation
TA0005-Defense Evasion (Enterprise),T1027.011-Fileless Storage,Fileless Storage
TA0005-Defense Evasion (Enterprise),T1027.012-LNK Icon Smuggling,LNK Icon Smuggling
TA0005-Defense Evasion (Enterprise),T1027.013-Encrypted/Encoded File,Encrypted/Encoded File
TA0005-Defense Evasion (Enterprise),T1027.014-Polymorphic Code,Polymorphic Code
TA0005-Defense Evasion (Enterprise),T1027.015-Compression,Compression
TA0005-Defense Evasion (Enterprise),T1027.016-Junk Code Insertion,Junk Code Insertion
TA0005-Defense Evasion (Enterprise),T1027.017-SVG Smuggling,SVG Smuggling
TA0005-Defense Evasion (Enterprise),T1647-Plist File Modification,Plist File Modification
TA0005-Defense Evasion (Enterprise),T1542-Pre-OS Boot,Pre-OS Boot
TA0005-Defense Evasion (Enterprise),T1542.001-System Firmware,System Firmware
TA0005-Defense Evasion (Enterprise),T1542.002-Component Firmware,Component Firmware
TA0005-Defense Evasion (Enterprise),T1542.003-Bootkit,Bootkit
TA0005-Defense Evasion (Enterprise),T1542.004-ROMMONkit,ROMMONkit
TA0005-Defense Evasion (Enterprise),T1542.005-TFTP Boot,TFTP Boot
TA0005-Defense Evasion (Enterprise),T1055-Process Injection,Process Injection
TA0005-Defense Evasion (Enterprise),T1055.001-Dynamic-link Library Injection,Dynamic-link Library Injection
TA0005-Defense Evasion (Enterprise),T1055.002-Portable Executable Injection,Portable Executable Injection
TA0005-Defense Evasion (Enterprise),T1055.003-Thread Execution Hijacking,Thread Execution Hijacking
TA0005-Defense Evasion (Enterprise),T1055.004-Asynchronous Procedure Call,Asynchronous Procedure Call
TA0005-Defense Evasion (Enterprise),T1055.005-Thread Local Storage,Thread Local Storage
TA0005-Defense Evasion (Enterprise),T1055.008-Ptrace System Calls,Ptrace System Calls
TA0005-Defense Evasion (Enterprise),T1055.009-Proc Memory,Proc Memory
TA0005-Defense Evasion (Enterprise),T1055.011-Extra Window Memory Injection,Extra Window Memory Injection
TA0005-Defense Evasion (Enterprise),T1055.012-Process Hollowing,Process Hollowing
TA0005-Defense Evasion (Enterprise),T1055.013-Process Doppelgänging,Process Doppelgänging
TA0005-Defense Evasion (Enterprise),T1055.014-VDSO Hijacking,VDSO Hijacking
TA0005-Defense Evasion (Enterprise),T1055.015-ListPlanting,ListPlanting
TA0005-Defense Evasion (Enterprise),T1620-Reflective Code Loading,Reflective Code Loading
TA0005-Defense Evasion (Enterprise),T1207-Rogue Domain Controller,Rogue Domain Controller
TA0005-Defense Evasion (Enterprise),T1014-Rootkit,Rootkit
TA0005-Defense Evasion (Enterprise),T1553-Subvert Trust Controls,Subvert Trust Controls
TA0005-Defense Evasion (Enterprise),T1553.001-Gatekeeper Bypass,Gatekeeper Bypass
TA0005-Defense Evasion (Enterprise),T1553.002-Code Signing,Code Signing
TA0005-Defense Evasion (Enterprise),T1553.003-SIP and Trust Provider Hijacking,SIP and Trust Provider Hijacking
TA0005-Defense Evasion (Enterprise),T1553.004-Install Root Certificate,Install Root Certificate
TA0005-Defense Evasion (Enterprise),T1553.005-Mark-of-the-Web Bypass,Mark-of-the-Web Bypass
TA0005-Defense Evasion (Enterprise),T1553.006-Code Signing Policy Modification,Code Signing Policy Modification
TA0005-Defense Evasion (Enterprise),T1218-System Binary Proxy Execution,System Binary Proxy Execution
TA0005-Defense Evasion (Enterprise),T1218.001-Compiled HTML File,Compiled HTML File
TA0005-Defense Evasion (Enterprise),T1218.002-Control Panel,Control Panel
TA0005-Defense Evasion (Enterprise),T1218.003-CMSTP,CMSTP
TA0005-Defense Evasion (Enterprise),T1218.004-InstallUtil,InstallUtil
TA0005-Defense Evasion (Enterprise),T1218.005-Mshta,Mshta
TA0005-Defense Evasion (Enterprise),T1218.007-Msiexec,Msiexec
TA0005-Defense Evasion (Enterprise),T1218.008-Odbcconf,Odbcconf
TA0005-Defense Evasion (Enterprise),T1218.009-Regsvcs/Regasm,Regsvcs/Regasm
TA0005-Defense Evasion (Enterprise),T1218.010-Regsvr32,Regsvr32
TA0005-Defense Evasion (Enterprise),T1218.011-Rundll32,Rundll32
TA0005-Defense Evasion (Enterprise),T1218.012-Verclsid,Verclsid
TA0005-Defense Evasion (Enterprise),T1218.013-Mavinject,Mavinject
TA0005-Defense Evasion (Enterprise),T1218.014-MMC,MMC
TA0005-Defense Evasion (Enterprise),T1218.015-Electron Applications,Electron Applications
TA0005-Defense Evasion (Enterprise),T1216-System Script Proxy Execution,System Script Proxy Execution
TA0005-Defense Evasion (Enterprise),T1216.001-PubPrn,PubPrn
TA0005-Defense Evasion (Enterprise),T1216.002-SyncAppvPublishingServer,SyncAppvPublishingServer
TA0005-Defense Evasion (Enterprise),T1221-Template Injection,Template Injection
TA0005-Defense Evasion (Enterprise),T1205-Traffic Signaling,Traffic Signaling
TA0005-Defense Evasion (Enterprise),T1205.001-Port Knocking,Port Knocking
TA0005-Defense Evasion (Enterprise),T1205.002-Socket Filters,Socket Filters
TA0005-Defense Evasion (Enterprise),T1127-Trusted Developer Utilities Proxy Execution,Trusted Developer Utilities Proxy Execution
TA0005-Defense Evasion (Enterprise),T1127.001-MSBuild,MSBuild
TA0005-Defense Evasion (Enterprise),T1127.002-ClickOnce,ClickOnce
TA0005-Defense Evasion (Enterprise),T1127.003-JamPlus,JamPlus
TA0005-Defense Evasion (Enterprise),T1535-Unused/Unsupported Cloud Regions,Unused/Unsupported Cloud Regions
TA0005-Defense Evasion (Enterprise),T1550-Use Alternate Authentication Material,Use Alternate Authentication Material
TA0005-Defense Evasion (Enterprise),T1550.001-Application Access Token,Application Access Token
TA0005-Defense Evasion (Enterprise),T1550.002-Pass the Hash,Pass the Hash
TA0005-Defense Evasion (Enterprise),T1550.003-Pass the Ticket,Pass the Ticket
TA0005-Defense Evasion (Enterprise),T1550.004-Web Session Cookie,Web Session Cookie
TA0005-Defense Evasion (Enterprise),T1078-Valid Accounts,Valid Accounts
TA0005-Defense Evasion (Enterprise),T1078.001-Default Accounts,Default Accounts
TA0005-Defense Evasion (Enterprise),T1078.002-Domain Accounts,Domain Accounts
TA0005-Defense Evasion (Enterprise),T1078.003-Local Accounts,Local Accounts
TA0005-Defense Evasion (Enterprise),T1078.004-Cloud Accounts,Cloud Accounts
TA0005-Defense Evasion (Enterprise),T1497-Virtualization/Sandbox Evasion,Virtualization/Sandbox Evasion
TA0005-Defense Evasion (Enterprise),T1497.001-System Checks,System Checks
TA0005-Defense Evasion (Enterprise),T1497.002-User Activity Based Checks,User Activity Based Checks
TA0005-Defense Evasion (Enterprise),T1497.003-Time Based Evasion,Time Based Evasion
TA0005-Defense Evasion (Enterprise),T1600-Weaken Encryption,Weaken Encryption
TA0005-Defense Evasion (Enterprise),T1600.001-Reduce Key Space,Reduce Key Space
TA0005-Defense Evasion (Enterprise),T1600.002-Disable Crypto Hardware,Disable Crypto Hardware
TA0005-Defense Evasion (Enterprise),T1220-XSL Script Processing,XSL Script Processing
TA0004-Privilege Escalation (Enterprise),T1548-Abuse Elevation Control Mechanism,Abuse Elevation Control Mechanism
TA0004-Privilege Escalation (Enterprise),T1548.001-Setuid and Setgid,Setuid and Setgid
TA0004-Privilege Escalation (Enterprise),T1548.002-Bypass User Account Control,Bypass User Account Control
TA0004-Privilege Escalation (Enterprise),T1548.003-Sudo and Sudo Caching,Sudo and Sudo Caching
TA0004-Privilege Escalation (Enterprise),T1548.004-Elevated Execution with Prompt,Elevated Execution with Prompt
TA0004-Privilege Escalation (Enterprise),T1548.005-Temporary Elevated Cloud Access,Temporary Elevated Cloud Access
TA0004-Privilege Escalation (Enterprise),T1548.006-TCC Manipulation,TCC Manipulation
TA0004-Privilege Escalation (Enterprise),T1134-Access Token Manipulation,Access Token Manipulation
TA0004-Privilege Escalation (Enterprise),T1134.001-Token Impersonation/Theft,Token Impersonation/Theft
TA0004-Privilege Escalation (Enterprise),T1134.002-Create Process with Token,Create Process with Token
TA0004-Privilege Escalation (Enterprise),T1134.003-Make and Impersonate Token,Make and Impersonate Token
TA0004-Privilege Escalation (Enterprise),T1134.004-Parent PID Spoofing,Parent PID Spoofing
TA0004-Privilege Escalation (Enterprise),T1134.005-SID-History Injection,SID-History Injection
TA0004-Privilege Escalation (Enterprise),T1098-Account Manipulation,Account Manipulation
TA0004-Privilege Escalation (Enterprise),T1098.001-Additional Cloud Credentials,Additional Cloud Credentials
TA0004-Privilege Escalation (Enterprise),T1098.002-Additional Email Delegate Permissions,Additional Email Delegate Permissions
TA0004-Privilege Escalation (Enterprise),T1098.003-Additional Cloud Roles,Additional Cloud Roles
TA0004-Privilege Escalation (Enterprise),T1098.004-SSH Authorized Keys,SSH Authorized Keys
TA0004-Privilege Escalation (Enterprise),T1098.005-Device Registration,Device Registration
TA0004-Privilege Escalation (Enterprise),T1098.006-Additional Container Cluster Roles,Additional Container Cluster Roles
TA0004-Privilege Escalation (Enterprise),T1098.007-Additional Local or Domain Groups,Additional Local or Domain Groups
TA0004-Privilege Escalation (Enterprise),T1547-Boot or Logon Autostart Execution,Boot or Logon Autostart Execution
TA0004-Privilege Escalation (Enterprise),T1547.001-Registry Run Keys / Startup Folder,Registry Run Keys / Startup Folder
TA0004-Privilege Escalation (Enterprise),T1547.002-Authentication Package,Authentication Package
TA0004-Privilege Escalation (Enterprise),T1547.003-Time Providers,Time Providers
TA0004-Privilege Escalation (Enterprise),T1547.004-Winlogon Helper DLL,Winlogon Helper DLL
TA0004-Privilege Escalation (Enterprise),T1547.005-Security Support Provider,Security Support Provider
TA0004-Privilege Escalation (Enterprise),T1547.006-Kernel Modules and Extensions,Kernel Modules and Extensions
TA0004-Privilege Escalation (Enterprise),T1547.007-Re-opened Applications,Re-opened Applications
TA0004-Privilege Escalation (Enterprise),T1547.008-LSASS Driver,LSASS Driver
TA0004-Privilege Escalation (Enterprise),T1547.009-Shortcut Modification,Shortcut Modification
TA0004-Privilege Escalation (Enterprise),T1547.010-Port Monitors,Port Monitors
TA0004-Privilege Escalation (Enterprise),T1547.012-Print Processors,Print Processors
TA0004-Privilege Escalation (Enterprise),T1547.013-XDG Autostart Entries,XDG Autostart Entries
TA0004-Privilege Escalation (Enterprise),T1547.014-Active Setup,Active Setup
TA0004-Privilege Escalation (Enterprise),T1547.015-Login Items,Login Items
TA0004-Privilege Escalation (Enterprise),T1037-Boot or Logon Initialization Scripts,Boot or Logon Initialization Scripts
TA0004-Privilege Escalation (Enterprise),T1037.001-Logon Script (Windows),Logon Script (Windows)
TA0004-Privilege Escalation (Enterprise),T1037.002-Login Hook,Login Hook
TA0004-Privilege Escalation (Enterprise),T1037.003-Network Logon Script,Network Logon Script
TA0004-Privilege Escalation (Enterprise),T1037.004-RC Scripts,RC Scripts
TA0004-Privilege Escalation (Enterprise),T1037.005-Startup Items,Startup Items
TA0004-Privilege Escalation (Enterprise),T1543-Create or Modify System Process,Create or Modify System Process
TA0004-Privilege Escalation (Enterprise),T1543.001-Launch Agent,Launch Agent
TA0004-Privilege Escalation (Enterprise),T1543.002-Systemd Service,Systemd Service
TA0004-Privilege Escalation (Enterprise),T1543.003-Windows Service,Windows Service
TA0004-Privilege Escalation (Enterprise),T1543.004-Launch Daemon,Launch Daemon
TA0004-Privilege Escalation (Enterprise),T1543.005-Container Service,Container Service
TA0004-Privilege Escalation (Enterprise),T1484-Domain or Tenant Policy Modification,Domain or Tenant Policy Modification
TA0004-Privilege Escalation (Enterprise),T1484.001-Group Policy Modification,Group Policy Modification
TA0004-Privilege Escalation (Enterprise),T1484.002-Trust Modification,Trust Modification
TA0004-Privilege Escalation (Enterprise),T1611-Escape to Host,Escape to Host
TA0004-Privilege Escalation (Enterprise),T1546-Event Triggered Execution,Event Triggered Execution
TA0004-Privilege Escalation (Enterprise),T1546.001-Change Default File Association,Change Default File Association
TA0004-Privilege Escalation (Enterprise),T1546.002-Screensaver,Screensaver
TA0004-Privilege Escalation (Enterprise),T1546.003-Windows Management Instrumentation Event Subscription,Windows Management Instrumentation Event Subscription
TA0004-Privilege Escalation (Enterprise),T1546.004-Unix Shell Configuration Modification,Unix Shell Configuration Modification
TA0004-Privilege Escalation (Enterprise),T1546.005-Trap,Trap
TA0004-Privilege Escalation (Enterprise),T1546.006-LC_LOAD_DYLIB Addition,LC_LOAD_DYLIB Addition
TA0004-Privilege Escalation (Enterprise),T1546.007-Netsh Helper DLL,Netsh Helper DLL
TA0004-Privilege Escalation (Enterprise),T1546.008-Accessibility Features,Accessibility Features
TA0004-Privilege Escalation (Enterprise),T1546.009-AppCert DLLs,AppCert DLLs
TA0004-Privilege Escalation (Enterprise),T1546.010-AppInit DLLs,AppInit DLLs
TA0004-Privilege Escalation (Enterprise),T1546.011-Application Shimming,Application Shimming
TA0004-Privilege Escalation (Enterprise),T1546.012-Image File Execution Options Injection,Image File Execution Options Injection
TA0004-Privilege Escalation (Enterprise),T1546.013-PowerShell Profile,PowerShell Profile
TA0004-Privilege Escalation (Enterprise),T1546.014-Emond,Emond
TA0004-Privilege Escalation (Enterprise),T1546.015-Component Object Model Hijacking,Component Object Model Hijacking
TA0004-Privilege Escalation (Enterprise),T1546.016-Installer Packages,Installer Packages
TA0004-Privilege Escalation (Enterprise),T1546.017-Udev Rules,Udev Rules
TA0004-Privilege Escalation (Enterprise),T1068-Exploitation for Privilege Escalation,Exploitation for Privilege Escalation
TA0004-Privilege Escalation (Enterprise),T1574-Hijack Execution Flow,Hijack Execution Flow
TA0004-Privilege Escalation (Enterprise),T1574.001-DLL,DLL
TA0004-Privilege Escalation (Enterprise),T1574.004-Dylib Hijacking,Dylib Hijacking
TA0004-Privilege Escalation (Enterprise),T1574.005-Executable Installer File Permissions Weakness,Executable Installer File Permissions Weakness
TA0004-Privilege Escalation (Enterprise),T1574.006-Dynamic Linker Hijacking,Dynamic Linker Hijacking
TA0004-Privilege Escalation (Enterprise),T1574.007-Path Interception by PATH Environment Variable,Path Interception by PATH Environment Variable
TA0004-Privilege Escalation (Enterprise),T1574.008-Path Interception by Search Order Hijacking,Path Interception by Search Order Hijacking
TA0004-Privilege Escalation (Enterprise),T1574.009-Path Interception by Unquoted Path,Path Interception by Unquoted Path
TA0004-Privilege Escalation (Enterprise),T1574.010-Services File Permissions Weakness,Services File Permissions Weakness
TA0004-Privilege Escalation (Enterprise),T1574.011-Services Registry Permissions Weakness,Services Registry Permissions Weakness
TA0004-Privilege Escalation (Enterprise),T1574.012-COR_PROFILER,COR_PROFILER
TA0004-Privilege Escalation (Enterprise),T1574.013-KernelCallbackTable,KernelCallbackTable
TA0004-Privilege Escalation (Enterprise),T1574.014-AppDomainManager,AppDomainManager
TA0004-Privilege Escalation (Enterprise),T1055-Process Injection,Process Injection
TA0004-Privilege Escalation (Enterprise),T1055.001-Dynamic-link Library Injection,Dynamic-link Library Injection
TA0004-Privilege Escalation (Enterprise),T1055.002-Portable Executable Injection,Portable Executable Injection
TA0004-Privilege Escalation (Enterprise),T1055.003-Thread Execution Hijacking,Thread Execution Hijacking
TA0004-Privilege Escalation (Enterprise),T1055.004-Asynchronous Procedure Call,Asynchronous Procedure Call
TA0004-Privilege Escalation (Enterprise),T1055.005-Thread Local Storage,Thread Local Storage
TA0004-Privilege Escalation (Enterprise),T1055.008-Ptrace System Calls,Ptrace System Calls
TA0004-Privilege Escalation (Enterprise),T1055.009-Proc Memory,Proc Memory
TA0004-Privilege Escalation (Enterprise),T1055.011-Extra Window Memory Injection,Extra Window Memory Injection
TA0004-Privilege Escalation (Enterprise),T1055.012-Process Hollowing,Process Hollowing
TA0004-Privilege Escalation (Enterprise),T1055.013-Process Doppelgänging,Process Doppelgänging
TA0004-Privilege Escalation (Enterprise),T1055.014-VDSO Hijacking,VDSO Hijacking
TA0004-Privilege Escalation (Enterprise),T1055.015-ListPlanting,ListPlanting
TA0004-Privilege Escalation (Enterprise),T1053-Scheduled Task/Job,Scheduled Task/Job
TA0004-Privilege Escalation (Enterprise),T1053.002-At,At
TA0004-Privilege Escalation (Enterprise),T1053.003-Cron,Cron
TA0004-Privilege Escalation (Enterprise),T1053.005-Scheduled Task,Scheduled Task
TA0004-Privilege Escalation (Enterprise),T1053.006-Systemd Timers,Systemd Timers
TA0004-Privilege Escalation (Enterprise),T1053.007-Container Orchestration Job,Container Orchestration Job
TA0004-Privilege Escalation (Enterprise),T1078-Valid Accounts,Valid Accounts
TA0004-Privilege Escalation (Enterprise),T1078.001-Default Accounts,Default Accounts
TA0004-Privilege Escalation (Enterprise),T1078.002-Domain Accounts,Domain Accounts
TA0004-Privilege Escalation (Enterprise),T1078.003-Local Accounts,Local Accounts
TA0004-Privilege Escalation (Enterprise),T1078.004-Cloud Accounts,Cloud Accounts
TA0002-Execution (Enterprise),T1651-Cloud Administration Command,Cloud Administration Command
TA0002-Execution (Enterprise),T1059-Command and Scripting Interpreter,Command and Scripting Interpreter
TA0002-Execution (Enterprise),T1059.001-PowerShell,PowerShell
TA0002-Execution (Enterprise),T1059.002-AppleScript,AppleScript
TA0002-Execution (Enterprise),T1059.003-Windows Command Shell,Windows Command Shell
TA0002-Execution (Enterprise),T1059.004-Unix Shell,Unix Shell
TA0002-Execution (Enterprise),T1059.005-Visual Basic,Visual Basic
TA0002-Execution (Enterprise),T1059.006-Python,Python
TA0002-Execution (Enterprise),T1059.007-JavaScript,JavaScript
TA0002-Execution (Enterprise),T1059.008-Network Device CLI,Network Device CLI
TA0002-Execution (Enterprise),T1059.009-Cloud API,Cloud API
TA0002-Execution (Enterprise),T1059.010-AutoHotKey & AutoIT,AutoHotKey & AutoIT
TA0002-Execution (Enterprise),T1059.011-Lua,Lua
TA0002-Execution (Enterprise),T1059.012-Hypervisor CLI,Hypervisor CLI
TA0002-Execution (Enterprise),T1609-Container Administration Command,Container Administration Command
TA0002-Execution (Enterprise),T1610-Deploy Container,Deploy Container
TA0002-Execution (Enterprise),T1675-ESXi Administration Command,ESXi Administration Command
TA0002-Execution (Enterprise),T1203-Exploitation for Client Execution,Exploitation for Client Execution
TA0002-Execution (Enterprise),T1674-Input Injection,Input Injection
TA0002-Execution (Enterprise),T1559-Inter-Process Communication,Inter-Process Communication
TA0002-Execution (Enterprise),T1559.001-Component Object Model,Component Object Model
TA0002-Execution (Enterprise),T1559.002-Dynamic Data Exchange,Dynamic Data Exchange
TA0002-Execution (Enterprise),T1559.003-XPC Services,XPC Services
TA0002-Execution (Enterprise),T1106-Native API,Native API
TA0002-Execution (Enterprise),T1053-Scheduled Task/Job,Scheduled Task/Job
TA0002-Execution (Enterprise),T1053.002-At,At
TA0002-Execution (Enterprise),T1053.003-Cron,Cron
TA0002-Execution (Enterprise),T1053.005-Scheduled Task,Scheduled Task
TA0002-Execution (Enterprise),T1053.006-Systemd Timers,Systemd Timers
TA0002-Execution (Enterprise),T1053.007-Container Orchestration Job,Container Orchestration Job
TA0002-Execution (Enterprise),T1648-Serverless Execution,Serverless Execution
TA0002-Execution (Enterprise),T1129-Shared Modules,Shared Modules
TA0002-Execution (Enterprise),T1072-Software Deployment Tools,Software Deployment Tools
TA0002-Execution (Enterprise),T1569-System Services,System Services
TA0002-Execution (Enterprise),T1569.001-Launchctl,Launchctl
TA0002-Execution (Enterprise),T1569.002-Service Execution,Service Execution
TA0002-Execution (Enterprise),T1569.003-Systemctl,Systemctl
TA0002-Execution (Enterprise),T1204-User Execution,User Execution
TA0002-Execution (Enterprise),T1204.001-Malicious Link,Malicious Link
TA0002-Execution (Enterprise),T1204.002-Malicious File,Malicious File
TA0002-Execution (Enterprise),T1204.003-Malicious Image,Malicious Image
TA0002-Execution (Enterprise),T1204.004-Malicious Copy and Paste,Malicious Copy and Paste
TA0002-Execution (Enterprise),T1047-Windows Management Instrumentation,Windows Management Instrumentation
TA0006-Credential Access (Enterprise),T1557-Adversary-in-the-Middle,Adversary-in-the-Middle
TA0006-Credential Access (Enterprise),T1557.001-LLMNR/NBT-NS Poisoning and SMB Relay,LLMNR/NBT-NS Poisoning and SMB Relay
TA0006-Credential Access (Enterprise),T1557.002-ARP Cache Poisoning,ARP Cache Poisoning
TA0006-Credential Access (Enterprise),T1557.003-DHCP Spoofing,DHCP Spoofing
TA0006-Credential Access (Enterprise),T1557.004-Evil Twin,Evil Twin
TA0006-Credential Access (Enterprise),T1110-Brute Force,Brute Force
TA0006-Credential Access (Enterprise),T1110.001-Password Guessing,Password Guessing
TA0006-Credential Access (Enterprise),T1110.002-Password Cracking,Password Cracking
TA0006-Credential Access (Enterprise),T1110.003-Password Spraying,Password Spraying
TA0006-Credential Access (Enterprise),T1110.004-Credential Stuffing,Credential Stuffing
TA0006-Credential Access (Enterprise),T1555-Credentials from Password Stores,Credentials from Password Stores
TA0006-Credential Access (Enterprise),T1555.001-Keychain,Keychain
TA0006-Credential Access (Enterprise),T1555.002-Securityd Memory,Securityd Memory
TA0006-Credential Access (Enterprise),T1555.003-Credentials from Web Browsers,Credentials from Web Browsers
TA0006-Credential Access (Enterprise),T1555.004-Windows Credential Manager,Windows Credential Manager
TA0006-Credential Access (Enterprise),T1555.005-Password Managers,Password Managers
TA0006-Credential Access (Enterprise),T1555.006-Cloud Secrets Management Stores,Cloud Secrets Management Stores
TA0006-Credential Access (Enterprise),T1212-Exploitation for Credential Access,Exploitation for Credential Access
TA0006-Credential Access (Enterprise),T1187-Forced Authentication,Forced Authentication
TA0006-Credential Access (Enterprise),T1606-Forge Web Credentials,Forge Web Credentials
TA0006-Credential Access (Enterprise),T1606.001-Web Cookies,Web Cookies
TA0006-Credential Access (Enterprise),T1606.002-SAML Tokens,SAML Tokens
TA0006-Credential Access (Enterprise),T1056-Input Capture,Input Capture
TA0006-Credential Access (Enterprise),T1056.001-Keylogging,Keylogging
TA0006-Credential Access (Enterprise),T1056.002-GUI Input Capture,GUI Input Capture
TA0006-Credential Access (Enterprise),T1056.003-Web Portal Capture,Web Portal Capture
TA0006-Credential Access (Enterprise),T1056.004-Credential API Hooking,Credential API Hooking
TA0006-Credential Access (Enterprise),T1556-Modify Authentication Process,Modify Authentication Process
TA0006-Credential Access (Enterprise),T1556.001-Domain Controller Authentication,Domain Controller Authentication
TA0006-Credential Access (Enterprise),T1556.002-Password Filter DLL,Password Filter DLL
TA0006-Credential Access (Enterprise),T1556.003-Pluggable Authentication Modules,Pluggable Authentication Modules
TA0006-Credential Access (Enterprise),T1556.004-Network Device Authentication,Network Device Authentication
TA0006-Credential Access (Enterprise),T1556.005-Reversible Encryption,Reversible Encryption
TA0006-Credential Access (Enterprise),T1556.006-Multi-Factor Authentication,Multi-Factor Authentication
TA0006-Credential Access (Enterprise),T1556.007-Hybrid Identity,Hybrid Identity
TA0006-Credential Access (Enterprise),T1556.008-Network Provider DLL,Network Provider DLL
TA0006-Credential Access (Enterprise),T1556.009-Conditional Access Policies,Conditional Access Policies
TA0006-Credential Access (Enterprise),T1111-Multi-Factor Authentication Interception,Multi-Factor Authentication Interception
TA0006-Credential Access (Enterprise),T1621-Multi-Factor Authentication Request Generation,Multi-Factor Authentication Request Generation
TA0006-Credential Access (Enterprise),T1040-Network Sniffing,Network Sniffing
TA0006-Credential Access (Enterprise),T1003-OS Credential Dumping,OS Credential Dumping
TA0006-Credential Access (Enterprise),T1003.001-LSASS Memory,LSASS Memory
TA0006-Credential Access (Enterprise),T1003.002-Security Account Manager,Security Account Manager
TA0006-Credential Access (Enterprise),T1003.003-NTDS,NTDS
TA0006-Credential Access (Enterprise),T1003.004-LSA Secrets,LSA Secrets
TA0006-Credential Access (Enterprise),T1003.005-Cached Domain Credentials,Cached Domain Credentials
TA0006-Credential Access (Enterprise),T1003.006-DCSync,DCSync
TA0006-Credential Access (Enterprise),T1003.007-Proc Filesystem,Proc Filesystem
TA0006-Credential Access (Enterprise),T1003.008-/etc/passwd and /etc/shadow,/etc/passwd and /etc/shadow
TA0006-Credential Access (Enterprise),T1528-Steal Application Access Token,Steal Application Access Token
TA0006-Credential Access (Enterprise),T1649-Steal or Forge Authentication Certificates,Steal or Forge Authentication Certificates
TA0006-Credential Access (Enterprise),T1558-Steal or Forge Kerberos Tickets,Steal or Forge Kerberos Tickets
TA0006-Credential Access (Enterprise),T1558.001-Golden Ticket,Golden Ticket
TA0006-Credential Access (Enterprise),T1558.002-Silver Ticket,Silver Ticket
TA0006-Credential Access (Enterprise),T1558.003-Kerberoasting,Kerberoasting
TA0006-Credential Access (Enterprise),T1558.004-AS-REP Roasting,AS-REP Roasting
